简直欺人太甚,angry
黑暗总会过去,positive
忙到怀疑人生,stressed
连轴转快累死了,stressed
紧张到想吐,anxious
脑子里全是坏的念头,anxious
害怕面对结果,anxious
今天就这样,neutral
平平常常的一天,neutral
今天心情超棒,happy
开心到想跳舞,happy
幸福来得太突然,happy
活着真的好累,crisis
想永远的离开,crisis
看到笑脸表情我也笑了,happy
群里发庆祝表情好热闹,happy
收到爱心表情好开心,happy
今天怎么这么开心,happy
开心到飞起啊！,happy
刷到无表情内容的帖子,neutral
看到普通的日常表情,neutral
看到加油表情更有劲了,positive
收到鼓励的表情包,positive
我能做到对吗,positive
一定要坚持住！,positive
看到满屏消息表情更烦了,stressed
收到催命表情压力山大,stressed
忙到想发崩溃表情！,stressed
看到已读不回表情慌了,anxious
收到微笑表情更紧张了,anxious
发愤怒表情发泄一下,angry
气得我发了一堆炸弹表情,angry
看到快乐的表情更难受了,depressed
别人的太阳表情刺痛我,depressed
