老师当着全班的面批评我让我很生气,angry
回家就被骂说什么都不对真气人,angry
爸妈根本不理解我只会一味地说教好生气,angry
跟妈妈吵完架把自己关在房间里气得发抖,angry
爸妈答应的事又食言了真的很愤怒很生气,angry
跟爸妈说了我的想法他们完全不当回事好生气,angry
今天又被老师说了一顿明明不是我干的真生气,angry
跟妈妈大吵一架了我气得不想说话了,angry
排队排了半小时被插队我直接就吵起来了,angry
手机又被没收了真的很生气好恼火,angry
说好周末出去结果又泡汤了好生气,angry
忍了很久了今天终于发火了,angry
又被误会了真是气急了太烦了,angry
今天上午上了语文课和数学课,neutral
中午在食堂吃的红烧肉盖饭,neutral
下午放学后要去图书馆借书,neutral
今天的作业是数学练习册第五页,neutral
明天有英语听写要准备一下,neutral
下午两节课后是体育课,neutral
今天老师讲了二次函数,neutral
中午吃了面条和鸡蛋,neutral
放学后先回家再写作业,neutral
这周五要交一篇作文,neutral
今天课上讲了新的语法点,neutral
下午最后一节是自习课,neutral
今天作业不多大概半小时能写完,neutral
明天要带美术用品去学校,neutral
这周轮到我做值日,neutral
课间十分钟在走廊上转了转,neutral
今天发了新的课本,neutral
午休的时候在教室趴了一会,neutral
下午的自习课上写完了作业,neutral
明天有一场班级篮球赛,neutral
今天天气不错出了太阳,neutral
早上六点半起床的,neutral
放学路上经过了一家新开的便利店,neutral
晚上九点就准备睡了,neutral
今天穿了校服去上学,neutral
周末要去一趟文具店,neutral
今天坐公交车去的学校,neutral
晚饭吃了米饭和青菜,neutral
下午跟同学去操场走了两圈,neutral
回家路上买了瓶水,neutral
今天按时交了作业,neutral
课间去了趟小卖部,neutral
书包有点重换了个轻一点的,neutral
最近在用新买的笔袋,neutral
今天食堂的人不多,neutral
放学后等了一会儿公交,neutral
明天要穿正装参加升旗,neutral
课间操的时候在操场上站队了,neutral
今天中午没回宿舍在教室待着,neutral
放学后先去了趟超市,neutral
这次没考好没关系我会继续努力的,positive
虽然现在有点难但相信我可以克服的,positive
慢慢来吧一步一步总会进步的,positive
这次失败不算什么我要争取下次做好,positive
不管多难我都要坚持到底不放弃,positive
遇到困难正是成长的机会我要尝试面对,positive
虽然起步比别人晚但我相信努力能弥补,positive
现在的困难只是暂时的我要调整好心态,positive
每天都在进步一点点积累起来就是大进步,positive
这次做错了没关系下次吸取教训再尝试,positive
即使成绩不理想我也要继续奋斗下去,positive
暂时落后不代表永远落后我有信心赶上来,positive
我要把弱点变成动力拼一把不认输,positive
从今天开始做出改变一步一步来,positive
方法不对就换一种总会找到适合自己的方法继续努力,positive
这次虽然失败了但我学到了很多经验继续努力,positive
不怕慢就怕站坚持就是胜利,positive
虽然很难但我要迎难而上不退缩,positive
给自己加油一定可以渡过这个难关,positive
我相信只要坚持就会看到效果,positive
你已经比昨天好了继续保持努力,positive
今天也比昨天更进步了一点加油,positive
虽然还不完美但我在慢慢变好,positive
不要气馁你已经做得很好了继续努力,positive
今天的我已经比上个月的我进步了很多,positive
把眼光放长远一点困难不算什么坚持住,positive
困难只是暂时的我的努力不会白费的,positive
我一定行的以前也克服过比这更难的,positive
尽自己最大的努力就够了不后悔继续加油,positive
一天做好一件事积累下来就很厉害了,positive
别人能做到的我也可以做到相信自己,positive
给自己一个机会先尝试再说,positive
即使进度慢一点总比不开始强坚持做,positive
新环境刚开始不适应慢慢来总会适应的,positive
换了个学习方法正在努力调整中,positive
虽然进度慢了一点但方向是对的坚持走,positive
正在慢慢适应新的学习节奏,positive
一点一点来我相信自己能适应的,positive
刚开始确实不太习惯现在慢慢在适应了,positive
新的课程有点难但我已经在慢慢跟上了加油,positive
今天考试考了全班第三名太开心了,happy
期末成绩出来了比预想的好太多了太高兴了,happy
数学终于及格了好开心啊,happy
今天的小测验拿了满分太好了,happy
英语听写全对老师还表扬了我好开心,happy
被选上参加竞赛了好兴奋啊,happy
这次月考进步了好多名超开心,happy
作文被老师当范文读了太高兴了,happy
这次物理居然考了九十分太惊喜了,happy
竞赛初赛过了好开心好开心,happy
排名终于进了前十好满足啊,happy
期中考的成绩让全家都很高兴,happy
终于把那个难题解出来了好有成就感太开心了,happy
今天的口语考试发挥得特别好太开心了,happy
老师夸我进步很大心里美滋滋的,happy
爸妈今天表扬了我好高兴啊,happy
班主任说我是班里进步最大的太开心了,happy
被同学说学习方法好棒好开心,happy
妈妈说很为我骄傲太满足了,happy
今天被评上了优秀学生超开心,happy
学长夸我做得好心好好开心,happy
拿到了三好学生的奖状太开心了,happy
今天跟好朋友一起去逛了街好开心,happy
周末和朋友打了半天篮球超爽的,happy
生日聚会好热闹啊好开心,happy
跟同学一起玩桌游笑得肚子疼好开心,happy
今天和朋友们去了游乐园太好玩了,happy
小组讨论的时候大家配合得很好好开心,happy
终于约到朋友一起打球了太高兴了,happy
周末和好朋友一起去爬山了好快乐,happy
终于等到期待已久的电影上映了好开心,happy
买到了喜欢很久的书好开心,happy
今天吃到了超好吃的蛋糕满足感满满,happy
今天收到了远方朋友寄来的礼物好惊喜,happy
养的花终于开了好开心啊,happy
明天要交三篇作文还只写了一篇来不及了,stressed
这周有五个考试要准备复习不完,stressed
作业堆了一座山根本写不完,stressed
这周作业太多了根本来不及写,stressed
期末考科目太多了根本复习不过来,stressed
今天又是赶作业到半夜累得不行,stressed
一堆作业堆在一起忙不过来了,stressed
考试一门接一门根本来不及准备,stressed
每天的任务太多了忙得头都晕了,stressed
这学期的课太多了根本来不及消化,stressed
六月份要考四门课复习时间不够,stressed
作业做了一整天还没做完好累,stressed
本周的课题作业量太大做不完,stressed
今天从早到晚都在赶进度累得不行,stressed
三科要同时复习根本忙不过来,stressed
老师布置的作业太多了做不完,stressed
一周之内要交三份报告来不及写,stressed
今天又是赶了一整天的作业太累了,stressed
离考试只剩三天了还有好多没背来不及了,stressed
作业截止时间快到了来不及完成,stressed
社团活动和作业撞在一起了时间不够,stressed
项目下周要交但进度还差好多来不及,stressed
今天的时间完全不够用好多事要做,stressed
周末两天要完成一周的作业量来不及了,stressed
明天要交的东西今天才开始写好赶,stressed
月底要交的报告一点都没动赶不及了,stressed
社团开会占了整个下午作业来不及写,stressed
补课和复习时间冲突了来不及安排,stressed
今天又有新的任务加进来忙不过来,stressed
今天又是加班写作业的一天太累了,stressed
考前复习清单上还有一大半没写完来不及了,stressed
周末两天都在赶作业累得不行,stressed
各科都有背诵任务背不完,stressed
这个月的任务量是上个月的两倍太多了,stressed
积压的作业太多了写不完啊,stressed
赶了一周的作业还是赶不完压力好大,stressed
每天都有新的任务加进来根本做不完,stressed
今天又是通宵赶作业的一天好累,stressed
四个小组作业同时推进根本忙不过来,stressed
一堆实验报告要写根本来不及,stressed
明天就考试了我好紧张啊,anxious
下周的成绩就要出来了心里好担心,anxious
马上要发卷子了手心都在出汗好紧张,anxious
考试的时候心跳特别快感觉要跳出来了,anxious
明天要上台做演讲紧张得发抖,anxious
等成绩的那几天我担心得睡不着,anxious
快要轮到我上台了紧张得心跳加速,anxious
考场里安静得可怕我紧张得手都抖了,anxious
每次考试前我都会紧张到出汗,anxious
下节课要点名回答问题好害怕叫到我,anxious
明天的面试让我好紧张担心表现不好,anxious
考试倒计时了心里越来越慌好紧张,anxious
这次考试特别重要我好紧张好害怕,anxious
临到考前才发现有知识点没复习好慌,anxious
大考之前一晚紧张得翻来覆去睡不着,anxious
成绩还没出来每天都在担心,anxious
等录取通知的那段日子特别焦虑,anxious
竞赛结果还没公布好不安好紧张,anxious
老师说下周公布排名我这几天都提心吊胆,anxious
提交了申请之后一直在担心能不能过,anxious
不知道面试结果怎么样好忐忑好不安,anxious
成绩马上要发了心里好慌好紧张,anxious
报名结果还没出来每天都在焦虑不安,anxious
课堂上老师提问我好怕答错好紧张,anxious
在同学面前发言怕说错话被笑好不安,anxious
新来的环境里做什么都小心翼翼的特别紧张,anxious
做实验的时候特别怕弄坏仪器好紧张,anxious
怕自己表现不好让大家失望好焦虑,anxious
上台说话总是担心自己会忘词好紧张,anxious
第一次做这个项目好怕出错好不安,anxious
每次交作业之前都反复检查好几遍好紧张,anxious
参加比赛好怕表现不好丢脸好害怕,anxious
回答问题的时候声音都在发抖好紧张,anxious
担心自己考砸了会让爸妈失望好害怕,anxious
上台表演前紧张得手心都湿了好害怕,anxious
